16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.856;	-4.491;	 1.573;
256,14;	 0.000;	-0.700;	-4.226;	 1.518;
256,16;	 0.000;	-0.960;	-4.863;	 2.068;
256,18;	 0.000;	-0.856;	-4.173;	 1.793;
256,2;	 0.000;	-1.117;	-4.226;	 1.848;
256,22;	 0.000;	-0.960;	-3.854;	 1.188;
256,24;	 0.000;	-1.012;	-4.438;	 1.738;
256,26;	 0.000;	-0.752;	-4.066;	 1.903;
256,28;	 0.000;	-1.012;	-3.960;	 1.134;
256,3;	 0.000;	-0.752;	-4.385;	 1.573;
256,32;	 0.000;	-0.856;	-4.757;	 1.518;
256,34;	 0.000;	-0.700;	-3.588;	 1.079;
256,36;	 0.000;	-0.439;	-4.385;	 1.188;
256,38;	 0.000;	-0.543;	-4.173;	 1.408;
256,4;	 0.000;	-0.752;	-4.119;	 1.573;
256,42;	 0.000;	-0.804;	-4.544;	 1.518;
256,44;	 0.000;	-0.491;	-3.642;	 0.749;
256,46;	 0.000;	-0.856;	-4.597;	 1.628;
256,48;	 0.000;	-0.491;	-4.066;	 1.243;
256,5;	 0.000;	-0.647;	-4.173;	 1.518;
256,52;	 0.000;	-0.804;	-4.173;	 1.353;
256,54;	 0.000;	-0.856;	-4.544;	 2.232;
256,56;	 0.000;	-0.647;	-4.013;	 1.408;
256,58;	 0.000;	-0.856;	-4.173;	 1.628;
256,6;	 0.000;	-0.856;	-4.173;	 1.573;
256,62;	 0.000;	-0.491;	-4.173;	 1.408;
256,64;	 0.000;	-1.065;	-4.863;	 1.353;
256,66;	 0.000;	-0.647;	-4.385;	 1.628;
256,68;	 0.000;	-0.647;	-4.650;	 1.628;
256,7;	 0.000;	-1.012;	-3.960;	 1.079;
256,72;	 0.000;	-0.074;	-4.385;	 1.243;
256,74;	 0.000;	-0.595;	-4.385;	 1.463;
256,76;	 0.000;	-0.543;	-4.279;	 1.298;
256,78;	 0.000;	-1.012;	-3.907;	 1.518;
256,8;	 0.000;	-0.856;	-4.597;	 2.013;
256,82;	 0.000;	-0.700;	-3.960;	 1.628;
256,84;	 0.000;	-1.065;	-4.013;	 1.353;
256,86;	 0.000;	-0.856;	-4.385;	 1.628;
256,88;	 0.000;	-0.804;	-4.173;	 1.024;
256,9;	 0.000;	-1.221;	-4.544;	 2.177;
256,92;	 0.000;	-0.856;	-4.385;	 1.573;
256,94;	 0.000;	-1.117;	-4.597;	 1.738;
256,96;	 0.000;	-0.856;	-5.022;	 1.903;
256,98;	 0.000;	-0.595;	-4.385;	 1.738;
257;	 0.000;	-0.752;	-4.279;	 1.518;
257,02;	 0.000;	-0.804;	-4.491;	 1.463;
257,04;	 0.000;	-0.856;	-4.491;	 1.573;
257,06;	 0.000;	-0.700;	-4.703;	 1.683;
257,08;	 0.000;	-0.282;	-3.482;	 0.694;
257,1;	 0.000;	-0.856;	-4.863;	 2.068;
257,12;	 0.000;	-0.647;	-4.066;	 1.188;
257,14;	 0.000;	-0.960;	-4.385;	 1.408;
257,16;	 0.000;	-0.804;	-3.854;	 1.298;
257,18;	 0.000;	-1.117;	-4.385;	 1.628;
257,2;	 0.000;	-0.647;	-4.173;	 1.408;
257,22;	 0.000;	-0.491;	-4.173;	 1.573;
257,24;	 0.000;	-0.960;	-4.332;	 1.683;
257,26;	 0.000;	-1.117;	-4.173;	 1.134;
257,28;	 0.000;	-1.273;	-4.757;	 1.738;
257,3;	 0.000;	-0.647;	-4.438;	 1.408;
257,32;	 0.000;	-0.856;	-4.597;	 1.079;
257,34;	 0.000;	-0.334;	-3.801;	 0.804;
257,36;	 0.000;	-0.595;	-4.279;	 1.243;
257,38;	 0.000;	-0.543;	-4.491;	 1.408;
257,4;	 0.000;	-0.856;	-4.757;	 1.518;
257,42;	 0.000;	-0.387;	-4.279;	 1.573;
257,44;	 0.000;	-1.117;	-4.544;	 1.958;
257,46;	 0.000;	-0.647;	-4.650;	 1.188;
257,48;	 0.000;	-1.221;	-4.597;	 1.793;
257,5;	 0.000;	-1.117;	-4.173;	 1.573;
257,52;	 0.000;	-0.960;	-4.279;	 1.903;
257,54;	 0.000;	-0.804;	-4.066;	 1.463;
257,56;	 0.000;	-0.752;	-3.907;	 1.243;
257,58;	 0.000;	-0.856;	-4.597;	 1.793;
257,6;	 0.000;	-0.856;	-4.385;	 1.628;
257,62;	 0.000;	-1.065;	-4.810;	 1.848;
257,64;	 0.000;	-0.856;	-4.438;	 1.408;
257,66;	 0.000;	-0.647;	-4.173;	 1.353;
257,68;	 0.000;	-0.491;	-4.491;	 1.353;
257,7;	 0.000;	-0.230;	-4.279;	 1.573;
257,72;	 0.000;	-0.387;	-4.332;	 1.463;
257,74;	 0.000;	-0.282;	-4.332;	 1.573;
257,76;	 0.000;	-0.960;	-4.226;	 1.353;
257,78;	 0.000;	-0.491;	-4.597;	 2.013;
257,8;	 0.000;	-0.230;	-3.907;	 1.298;
257,82;	 0.000;	-0.178;	-4.279;	 1.738;
257,84;	 0.000;	-0.439;	-4.119;	 1.298;
257,86;	 0.000;	-0.752;	-4.066;	 2.123;
257,88;	 0.000;	-0.439;	-4.173;	 1.573;
257,9;	 0.000;	-0.595;	-3.642;	 0.859;
257,92;	 0.000;	-0.804;	-4.332;	 1.738;
257,94;	 0.000;	-0.439;	-4.226;	 1.628;
257,96;	 0.000;	-0.700;	-3.801;	 0.914;
257,98;	 0.000;	-0.804;	-4.703;	 1.353;
258;	 0.000;	-0.856;	-4.597;	 1.903;
258,02;	 0.000;	-0.700;	-4.385;	 1.024;
258,04;	 0.000;	-0.595;	-4.385;	 1.353;
258,06;	 0.000;	-0.647;	-4.332;	 1.353;
258,08;	 0.000;	-0.074;	-4.173;	 1.573;
258,1;	 0.000;	-0.230;	-4.385;	 1.738;
258,12;	 0.000;	-0.595;	-4.066;	 1.518;
258,14;	 0.000;	-0.595;	-4.226;	 1.408;
258,16;	 0.000;	-0.960;	-4.332;	 1.738;
258,18;	 0.000;	-0.700;	-3.854;	 1.298;
258,2;	 0.000;	-1.273;	-4.385;	 1.793;
258,22;	 0.000;	-0.647;	-4.332;	 1.958;
258,24;	 0.000;	-0.647;	-3.960;	 1.353;
258,26;	 0.000;	-0.752;	-3.642;	 1.024;
258,28;	 0.000;	-0.752;	-4.332;	 1.463;
258,3;	 0.000;	-0.647;	-4.438;	 1.848;
258,32;	 0.000;	-0.595;	-4.173;	 0.914;
258,34;	 0.000;	-0.387;	-4.173;	 1.188;
258,36;	 0.000;	-0.439;	-4.332;	 0.969;
258,38;	 0.000;	-0.647;	-4.597;	 1.573;
258,4;	 0.000;	 0.031;	-3.482;	 0.749;
258,42;	 0.000;	 0.187;	-4.226;	 1.573;
258,44;	 0.000;	-0.647;	-4.332;	 1.353;
258,46;	 0.000;	-0.700;	-4.385;	 2.013;
258,48;	 0.000;	-0.908;	-4.597;	 2.068;
258,5;	 0.000;	-0.856;	-4.597;	 1.848;
258,52;	 0.000;	-0.856;	-4.544;	 2.068;
258,54;	 0.000;	-0.491;	-3.801;	 1.573;
258,56;	 0.000;	-0.543;	-4.013;	 1.298;
258,58;	 0.000;	-0.908;	-4.173;	 1.573;
258,6;	 0.000;	-0.700;	-4.385;	 1.353;
258,62;	 0.000;	-0.595;	-4.385;	 1.298;
258,64;	 0.000;	-0.752;	-4.332;	 1.079;
258,66;	 0.000;	-0.647;	-4.597;	 1.408;
258,68;	 0.000;	-0.804;	-4.810;	 1.738;
258,7;	 0.000;	-0.439;	-4.438;	 1.408;
258,72;	 0.000;	-0.700;	-4.119;	 1.134;
258,74;	 0.000;	-0.491;	-4.332;	 1.738;
258,76;	 0.000;	-0.439;	-4.385;	 1.628;
258,78;	 0.000;	-0.700;	-4.332;	 1.518;
258,8;	 0.000;	-0.856;	-4.650;	 1.738;
258,82;	 0.000;	-0.960;	-4.279;	 1.793;
258,84;	 0.000;	-0.960;	-4.226;	 1.463;
258,86;	 0.000;	-0.908;	-4.650;	 2.068;
258,88;	 0.000;	-0.804;	-4.544;	 1.793;
258,9;	 0.000;	-0.543;	-4.119;	 1.298;
258,92;	 0.000;	-0.543;	-4.013;	 1.353;
258,94;	 0.000;	-0.856;	-4.810;	 1.793;
258,96;	 0.000;	-0.752;	-4.066;	 1.518;
258,98;	 0.000;	-0.491;	-4.013;	 1.188;
259;	 0.000;	-0.700;	-4.438;	 1.243;
259,02;	 0.000;	-1.012;	-4.438;	 1.683;
259,04;	 0.000;	-0.647;	-4.544;	 1.353;
259,06;	 0.000;	-0.439;	-4.650;	 2.013;
259,08;	 0.000;	-0.491;	-4.438;	 1.573;
259,1;	 0.000;	-0.282;	-4.013;	 1.628;
259,12;	 0.000;	-0.700;	-4.491;	 1.353;
259,14;	 0.000;	-0.647;	-4.173;	 1.903;
259,16;	 0.000;	-0.804;	-4.491;	 1.463;
259,18;	 0.000;	-0.595;	-4.332;	 1.628;
259,2;	 0.000;	-0.908;	-3.960;	 1.024;
259,22;	 0.000;	-0.543;	-4.279;	 1.463;
259,24;	 0.000;	-0.700;	-4.013;	 1.573;
259,26;	 0.000;	-0.491;	-3.960;	 0.859;
259,28;	 0.000;	-0.439;	-4.279;	 1.628;
259,3;	 0.000;	-0.856;	-4.810;	 1.903;
259,32;	 0.000;	-0.647;	-4.438;	 1.353;
259,34;	 0.000;	-0.804;	-4.597;	 1.573;
259,36;	 0.000;	 0.031;	-3.588;	 0.639;
259,38;	 0.000;	-0.282;	-4.119;	 1.134;
259,4;	 0.000;	-0.491;	-4.279;	 1.573;
259,42;	 0.000;	-0.595;	-4.226;	 1.518;
259,44;	 0.000;	-0.387;	-4.119;	 1.463;
259,46;	 0.000;	-0.752;	-4.066;	 1.903;
259,48;	 0.000;	-0.856;	-4.385;	 1.683;
259,5;	 0.000;	-0.960;	-4.279;	 1.683;
259,52;	 0.000;	-0.647;	-4.066;	 1.353;
259,54;	 0.000;	-1.012;	-4.703;	 1.518;
259,56;	 0.000;	-0.387;	-3.960;	 1.134;
259,58;	 0.000;	-1.065;	-4.597;	 1.573;
259,6;	 0.000;	-0.647;	-4.279;	 1.024;
259,62;	 0.000;	-0.856;	-4.810;	 2.013;
259,64;	 0.000;	-0.491;	-4.385;	 1.298;
259,66;	 0.000;	-0.230;	-4.226;	 1.188;
259,68;	 0.000;	-0.439;	-4.279;	 0.969;
259,7;	 0.000;	-0.334;	-4.119;	 1.298;
259,72;	 0.000;	-1.012;	-4.544;	 1.463;
259,74;	 0.000;	-0.282;	-3.907;	 0.749;
259,76;	 0.000;	-0.752;	-4.332;	 1.079;
259,78;	 0.000;	-0.647;	-3.854;	 0.859;
259,8;	 0.000;	-0.908;	-4.703;	 1.628;
259,82;	 0.000;	-1.430;	-4.597;	 1.958;
259,84;	 0.000;	-0.543;	-4.703;	 1.848;
259,86;	 0.000;	-1.012;	-4.119;	 1.518;
259,88;	 0.000;	-0.439;	-4.438;	 1.573;
259,9;	 0.000;	-1.065;	-4.650;	 1.793;
259,92;	 0.000;	-0.856;	-4.544;	 1.738;
259,94;	 0.000;	-0.543;	-4.332;	 1.243;
259,96;	 0.000;	-0.804;	-4.597;	 1.683;
259,98;	 0.000;	-0.804;	-4.385;	 1.134;
260;	 0.000;	-0.387;	-4.491;	 1.573;
260,02;	 0.000;	-0.439;	-4.438;	 1.408;
260,04;	 0.000;	-0.074;	-4.119;	 1.573;
260,06;	 0.000;	-0.700;	-4.597;	 1.408;
260,08;	 0.000;	-0.595;	-4.279;	 1.518;
260,1;	 0.000;	 0.187;	-4.066;	 1.134;
260,12;	 0.000;	-0.752;	-3.748;	 1.024;
260,14;	 0.000;	-0.752;	-4.491;	 1.903;
260,16;	 0.000;	-0.908;	-4.491;	 1.353;
260,18;	 0.000;	-0.960;	-4.491;	 1.518;
260,2;	 0.000;	-0.804;	-4.332;	 1.463;
260,22;	 0.000;	-0.491;	-4.173;	 1.408;
260,24;	 0.000;	-0.491;	-4.438;	 1.793;
260,26;	 0.000;	-0.543;	-4.226;	 1.573;
260,28;	 0.000;	-0.543;	-3.695;	 1.134;
260,3;	 0.000;	-0.700;	-4.597;	 1.793;
260,32;	 0.000;	-0.595;	-4.173;	 1.298;
260,34;	 0.000;	-0.439;	-4.650;	 1.848;
260,36;	 0.000;	-0.491;	-4.013;	 1.024;
260,38;	 0.000;	-0.804;	-4.916;	 1.793;
260,4;	 0.000;	-0.022;	-4.066;	 1.573;
260,42;	 0.000;	-0.439;	-4.385;	 1.408;
260,44;	 0.000;	-0.700;	-4.279;	 1.243;
260,46;	 0.000;	-0.387;	-4.066;	 1.463;
260,48;	 0.000;	-0.647;	-4.013;	 1.793;
260,5;	 0.000;	-0.595;	-4.119;	 1.518;
260,52;	 0.000;	-0.647;	-4.279;	 1.518;
260,54;	 0.000;	-0.595;	-4.173;	 1.134;
260,56;	 0.000;	-0.856;	-4.332;	 1.573;
260,58;	 0.000;	-0.856;	-4.491;	 1.463;
260,6;	 0.000;	-0.387;	-4.066;	 1.134;
260,62;	 0.000;	-0.647;	-4.757;	 1.793;
260,64;	 0.000;	-0.700;	-4.279;	 0.804;
260,66;	 0.000;	-0.387;	-4.385;	 0.969;
260,68;	 0.000;	-0.647;	-4.544;	 1.628;
260,7;	 0.000;	-0.595;	-4.332;	 1.518;
260,72;	 0.000;	-0.178;	-4.173;	 1.079;
260,74;	 0.000;	-0.491;	-4.279;	 1.353;
260,76;	 0.000;	-0.491;	-4.438;	 1.573;
260,78;	 0.000;	-0.752;	-4.491;	 1.079;
260,8;	 0.000;	-0.856;	-4.703;	 1.903;
260,82;	 0.000;	-0.178;	-3.748;	 1.079;
260,84;	 0.000;	-0.804;	-4.544;	 1.793;
260,86;	 0.000;	-0.647;	-4.226;	 1.573;
260,88;	 0.000;	-0.647;	-3.960;	 1.573;
260,9;	 0.000;	-0.647;	-4.226;	 1.134;
260,92;	 0.000;	-0.543;	-4.066;	 1.298;
260,94;	 0.000;	-0.908;	-4.650;	 1.628;
260,96;	 0.000;	-0.022;	-3.907;	 1.298;
260,98;	 0.000;	-0.700;	-3.907;	 0.914;
261;	 0.000;	-0.752;	-4.597;	 1.573;
261,02;	 0.000;	-0.752;	-4.438;	 1.134;
261,04;	 0.000;	-0.230;	-4.385;	 1.353;
261,06;	 0.000;	-0.126;	-4.279;	 1.573;
261,08;	 0.000;	-0.022;	-4.226;	 1.298;
261,1;	 0.000;	-0.543;	-3.482;	 0.694;
261,12;	 0.000;	-0.595;	-4.119;	 1.738;
261,14;	 0.000;	-0.647;	-4.597;	 1.573;
261,16;	 0.000;	-0.387;	-4.332;	 1.079;
261,18;	 0.000;	-0.647;	-4.332;	 1.353;
261,2;	 0.000;	-0.543;	-4.013;	 1.243;
261,22;	 0.000;	-0.960;	-4.332;	 1.848;
261,24;	 0.000;	-0.595;	-4.013;	 1.573;
261,26;	 0.000;	-0.700;	-3.960;	 1.573;
261,28;	 0.000;	-0.178;	-3.801;	 0.969;
261,3;	 0.000;	-0.804;	-4.332;	 1.573;
261,32;	 0.000;	-0.647;	-4.279;	 1.298;
261,34;	 0.000;	-0.595;	-3.907;	 1.353;
261,36;	 0.000;	-0.022;	-4.279;	 1.518;
261,38;	 0.000;	-0.230;	-4.385;	 1.683;
261,4;	 0.000;	-0.230;	-4.013;	 1.353;
261,42;	 0.000;	-0.230;	-4.279;	 1.573;
261,44;	 0.000;	-0.752;	-3.748;	 1.079;
261,46;	 0.000;	-1.169;	-4.173;	 1.353;
261,48;	 0.000;	-0.439;	-4.119;	 1.243;
261,5;	 0.000;	-0.752;	-4.119;	 1.298;
261,52;	 0.000;	-0.804;	-4.332;	 1.134;
261,54;	 0.000;	-0.804;	-4.279;	 1.188;
261,56;	 0.000;	-0.856;	-4.597;	 2.123;
261,58;	 0.000;	-0.595;	-3.854;	 1.298;
261,6;	 0.000;	-1.065;	-4.385;	 1.628;
261,62;	 0.000;	-0.856;	-4.650;	 1.793;
261,64;	 0.000;	-0.700;	-4.279;	 0.914;
261,66;	 0.000;	-0.856;	-5.075;	 1.518;
261,68;	 0.000;	-0.908;	-5.075;	 2.287;
261,7;	 0.000;	-0.126;	-4.066;	 1.024;
261,72;	 0.000;	-0.439;	-4.226;	 1.408;
261,74;	 0.000;	-0.230;	-4.013;	 1.188;
261,76;	 0.000;	-0.491;	-4.279;	 1.518;
261,78;	 0.000;	-0.543;	-4.119;	 1.188;
261,8;	 0.000;	-0.908;	-4.438;	 1.573;
261,82;	 0.000;	-0.908;	-4.173;	 2.013;
261,84;	 0.000;	-0.804;	-4.119;	 1.738;
261,86;	 0.000;	-0.856;	-4.491;	 1.408;
261,88;	 0.000;	-0.960;	-4.173;	 1.408;
261,9;	 0.000;	-0.700;	-4.173;	 1.463;
261,92;	 0.000;	-0.856;	-4.757;	 1.573;
261,94;	 0.000;	-0.700;	-4.385;	 1.573;
261,96;	 0.000;	-0.700;	-4.332;	 1.738;
261,98;	 0.000;	-0.700;	-4.438;	 1.353;
262;	 0.000;	-0.595;	-4.119;	 1.134;
262,02;	 0.000;	-0.647;	-4.279;	 1.353;
262,04;	 0.000;	-0.595;	-4.173;	 0.969;
262,06;	 0.000;	-0.856;	-5.075;	 1.353;
262,08;	 0.000;	-0.908;	-4.332;	 1.298;
262,1;	 0.000;	-0.856;	-4.703;	 1.573;
262,12;	 0.000;	-0.647;	-4.597;	 1.573;
262,14;	 0.000;	-0.543;	-4.279;	 1.298;
262,16;	 0.000;	-0.439;	-4.173;	 1.573;
262,18;	 0.000;	-0.491;	-3.801;	 1.408;
262,2;	 0.000;	-0.334;	-3.854;	 1.298;
262,22;	 0.000;	-1.065;	-4.438;	 1.848;
262,24;	 0.000;	-1.012;	-4.226;	 1.518;
262,26;	 0.000;	-0.908;	-4.650;	 1.903;
262,28;	 0.000;	-0.022;	-4.119;	 1.738;
262,3;	 0.000;	-0.908;	-4.438;	 1.573;
262,32;	 0.000;	-0.804;	-4.226;	 1.463;
262,34;	 0.000;	-0.595;	-4.279;	 1.463;
262,36;	 0.000;	-0.439;	-4.438;	 1.353;
262,38;	 0.000;	-0.543;	-3.960;	 1.298;
262,4;	 0.000;	-0.595;	-4.438;	 1.188;
262,42;	 0.000;	-0.700;	-4.173;	 1.353;
262,44;	 0.000;	-0.647;	-4.226;	 1.353;
262,46;	 0.000;	-0.856;	-4.810;	 1.628;
262,48;	 0.000;	-0.700;	-4.226;	 1.463;
262,5;	 0.000;	-0.856;	-4.385;	 1.628;
262,52;	 0.000;	-0.595;	-3.907;	 1.518;
262,54;	 0.000;	-0.543;	-3.854;	 1.463;
262,56;	 0.000;	-0.908;	-4.863;	 2.232;
262,58;	 0.000;	-0.804;	-4.279;	 1.628;
262,6;	 0.000;	-0.856;	-4.810;	 1.793;
262,62;	 0.000;	-0.334;	-4.226;	 0.749;
262,64;	 0.000;	-0.230;	-4.438;	 1.573;
262,66;	 0.000;	-0.700;	-4.332;	 1.298;
262,68;	 0.000;	-0.334;	-4.066;	 1.134;
262,7;	 0.000;	-0.387;	-4.226;	 0.859;
262,72;	 0.000;	-0.647;	-4.597;	 1.848;
262,74;	 0.000;	-0.491;	-4.226;	 1.408;
262,76;	 0.000;	-0.647;	-4.066;	 1.188;
262,78;	 0.000;	-0.752;	-4.491;	 1.463;
262,8;	 0.000;	-0.804;	-4.173;	 1.408;
262,82;	 0.000;	-1.273;	-5.022;	 2.068;
262,84;	 0.000;	-1.012;	-3.907;	 1.518;
262,86;	 0.000;	-0.856;	-4.597;	 1.903;
262,88;	 0.000;	-0.647;	-4.438;	 2.013;
262,9;	 0.000;	-0.856;	-4.173;	 1.848;
262,92;	 0.000;	-0.334;	-3.748;	 1.298;
262,94;	 0.000;	-1.065;	-4.757;	 2.232;
262,96;	 0.000;	-0.856;	-4.385;	 1.518;
262,98;	 0.000;	-0.700;	-4.438;	 1.628;
263;	 0.000;	-1.012;	-4.279;	 1.408;
263,02;	 0.000;	-0.595;	-4.226;	 1.408;
263,04;	 0.000;	-0.647;	-4.385;	 1.848;
263,06;	 0.000;	-0.387;	-4.173;	 1.243;
263,08;	 0.000;	-0.491;	-4.385;	 1.793;
263,1;	 0.000;	-0.439;	-4.757;	 1.793;
263,12;	 0.000;	-0.647;	-4.173;	 1.628;
263,14;	 0.000;	-1.012;	-4.226;	 1.463;
263,16;	 0.000;	-0.960;	-4.066;	 1.518;
263,18;	 0.000;	-0.908;	-4.332;	 1.903;
263,2;	 0.000;	-1.273;	-3.960;	 1.738;
263,22;	 0.000;	-0.752;	-4.332;	 1.628;
263,24;	 0.000;	-0.856;	-4.597;	 2.232;
263,26;	 0.000;	-0.439;	-4.332;	 0.969;
263,28;	 0.000;	-0.752;	-4.066;	 1.463;
263,3;	 0.000;	-0.491;	-3.588;	 1.024;
263,32;	 0.000;	-1.012;	-3.907;	 1.518;
263,34;	 0.000;	-1.117;	-4.332;	 1.628;
263,36;	 0.000;	-0.752;	-4.119;	 1.518;
263,38;	 0.000;	-0.282;	-4.119;	 1.353;
263,4;	 0.000;	-0.908;	-4.650;	 1.793;
263,42;	 0.000;	-0.856;	-4.969;	 2.013;
263,44;	 0.000;	-0.700;	-3.907;	 1.134;
263,46;	 0.000;	-0.752;	-3.748;	 1.628;
263,48;	 0.000;	-0.752;	-4.119;	 1.958;
263,5;	 0.000;	-0.856;	-4.597;	 1.573;
263,52;	 0.000;	-0.439;	-3.748;	 1.134;
263,54;	 0.000;	-0.804;	-3.960;	 1.628;
263,56;	 0.000;	-0.700;	-4.226;	 2.013;
263,58;	 0.000;	-0.804;	-4.544;	 1.353;
263,6;	 0.000;	-0.491;	-3.748;	 1.134;
263,62;	 0.000;	-0.908;	-4.173;	 1.683;
263,64;	 0.000;	-0.804;	-3.854;	 1.134;
263,66;	 0.000;	-0.804;	-4.650;	 2.013;
263,68;	 0.000;	-0.856;	-4.916;	 1.738;
263,7;	 0.000;	-0.647;	-4.173;	 1.573;
263,72;	 0.000;	-0.491;	-3.907;	 0.914;
263,74;	 0.000;	-0.282;	-4.597;	 1.793;
263,76;	 0.000;	-0.647;	-4.597;	 1.463;
263,78;	 0.000;	-0.647;	-4.226;	 1.573;
263,8;	 0.000;	-0.647;	-4.119;	 1.518;
263,82;	 0.000;	-0.543;	-4.119;	 1.683;
263,84;	 0.000;	-1.221;	-4.597;	 2.013;
263,86;	 0.000;	-0.908;	-4.385;	 1.628;
263,88;	 0.000;	-1.012;	-3.695;	 1.463;
263,9;	 0.000;	-0.647;	-4.385;	 1.958;
263,92;	 0.000;	-1.012;	-4.279;	 1.903;
263,94;	 0.000;	-0.647;	-4.226;	 1.463;
263,96;	 0.000;	-0.960;	-4.491;	 1.683;
263,98;	 0.000;	-0.804;	-4.226;	 1.628;
264;	 0.000;	-0.804;	-4.385;	 1.298;
264,02;	 0.000;	-0.491;	-4.226;	 1.408;
264,04;	 0.000;	-0.491;	-4.226;	 1.298;
264,06;	 0.000;	-0.543;	-4.491;	 1.518;
264,08;	 0.000;	-0.647;	-3.801;	 0.749;
264,1;	 0.000;	-0.178;	-4.279;	 1.738;
264,12;	 0.000;	-0.647;	-4.173;	 1.573;
264,14;	 0.000;	-0.752;	-4.385;	 1.683;
264,16;	 0.000;	-0.856;	-4.597;	 2.013;
264,18;	 0.000;	-0.543;	-3.642;	 0.914;
264,2;	 0.000;	-0.752;	-4.226;	 1.793;
264,22;	 0.000;	-1.065;	-4.597;	 2.232;
264,24;	 0.000;	-0.595;	-3.642;	 0.859;
264,26;	 0.000;	-0.960;	-3.588;	 1.353;
264,28;	 0.000;	-0.856;	-4.650;	 1.573;
264,3;	 0.000;	-0.856;	-4.597;	 1.793;
264,32;	 0.000;	-0.647;	-3.642;	 1.188;
264,34;	 0.000;	-0.856;	-5.181;	 2.397;
264,36;	 0.000;	-0.282;	-3.642;	 0.694;
264,38;	 0.000;	-0.491;	-4.226;	 1.518;
264,4;	 0.000;	-0.491;	-4.279;	 1.353;
264,42;	 0.000;	-0.752;	-4.385;	 1.903;
264,44;	 0.000;	-1.117;	-4.173;	 1.353;
264,46;	 0.000;	-0.595;	-3.748;	 0.804;
264,48;	 0.000;	-1.169;	-4.332;	 1.903;
264,5;	 0.000;	-1.430;	-4.332;	 1.573;
264,52;	 0.000;	-0.647;	-4.173;	 1.628;
264,54;	 0.000;	-0.543;	-4.332;	 1.683;
264,56;	 0.000;	-0.543;	-4.066;	 1.958;
264,58;	 0.000;	-0.543;	-4.066;	 1.298;
264,6;	 0.000;	-0.804;	-4.119;	 1.958;
264,62;	 0.000;	-0.647;	-4.385;	 1.683;
264,64;	 0.000;	-0.334;	-3.907;	 1.518;
264,66;	 0.000;	-0.334;	-3.960;	 1.353;
264,68;	 0.000;	-0.230;	-4.385;	 1.793;
264,7;	 0.000;	-0.491;	-4.385;	 1.353;
264,72;	 0.000;	-0.647;	-4.385;	 1.573;
264,74;	 0.000;	-0.334;	-4.173;	 1.134;
264,76;	 0.000;	-0.804;	-4.385;	 1.463;
264,78;	 0.000;	-0.022;	-3.960;	 1.188;
264,8;	 0.000;	-0.439;	-4.650;	 2.232;
264,82;	 0.000;	-0.856;	-4.597;	 1.573;
264,84;	 0.000;	-0.491;	-3.748;	 1.408;
264,86;	 0.000;	-1.169;	-4.544;	 1.848;
264,88;	 0.000;	-0.908;	-4.438;	 1.683;
264,9;	 0.000;	-0.752;	-4.013;	 1.518;
264,92;	 0.000;	-0.700;	-4.066;	 1.518;
264,94;	 0.000;	-0.439;	-4.279;	 1.793;
264,96;	 0.000;	-0.752;	-4.544;	 1.408;
264,98;	 0.000;	-0.543;	-4.066;	 1.573;
265;	 0.000;	-0.439;	-4.279;	 1.188;
265,02;	 0.000;	-0.700;	-4.597;	 1.738;
265,04;	 0.000;	-0.543;	-4.491;	 1.518;
265,06;	 0.000;	-0.230;	-4.013;	 1.298;
265,08;	 0.000;	-0.700;	-4.438;	 1.463;
265,1;	 0.000;	-0.647;	-4.226;	 1.683;
265,12;	 0.000;	-0.908;	-4.863;	 2.068;
265,14;	 0.000;	-0.491;	-4.173;	 1.353;
265,16;	 0.000;	-0.804;	-4.544;	 1.903;
265,18;	 0.000;	-0.908;	-4.544;	 1.738;
265,2;	 0.000;	-0.439;	-4.226;	 1.408;
265,22;	 0.000;	-0.752;	-4.173;	 1.573;
265,24;	 0.000;	-0.908;	-4.119;	 1.793;
265,26;	 0.000;	-0.647;	-4.385;	 1.408;
265,28;	 0.000;	-0.230;	-3.801;	 1.024;
265,3;	 0.000;	-0.491;	-4.226;	 1.793;
265,32;	 0.000;	-0.491;	-4.385;	 1.628;
265,34;	 0.000;	-0.595;	-4.332;	 1.738;
265,36;	 0.000;	-0.387;	-4.119;	 0.749;
265,38;	 0.000;	-0.178;	-4.279;	 1.683;
265,4;	 0.000;	-0.387;	-4.119;	 1.518;
265,42;	 0.000;	-0.387;	-4.066;	 1.298;
265,44;	 0.000;	-0.126;	-4.173;	 1.353;
265,46;	 0.000;	-0.647;	-4.332;	 1.408;
265,48;	 0.000;	-0.439;	-4.385;	 1.518;
265,5;	 0.000;	-1.012;	-4.385;	 2.177;
265,52;	 0.000;	-1.065;	-4.438;	 1.903;
265,54;	 0.000;	-0.856;	-4.226;	 1.793;
265,56;	 0.000;	-0.647;	-4.013;	 1.518;
265,58;	 0.000;	-0.595;	-4.279;	 1.463;
265,6;	 0.000;	-0.595;	-4.119;	 1.243;
