16 Bit ADC acqisition competed 1.1.2010 at 3:08:32

Multichannel modes: 4 Channels;
Time resolution = 0,02 ms.;
Triger position = 2,56 ms.;
Samples before = 128 smpl.;  Samples after = 16256 smpl.;
Kv VHX = 5;
Kv VHY = 5;
Kv VHZ = 5;
Kv VCX, Kv VCY, Kv VCZ =  30;
Reference Channal = 1: REF

1 column: Dot, mSec;
2 column: REF, mV;
3 column: VHX, mT;
4 column: VHY, mT;
5 column: VHZ, mT;

0,02;	 0.000;	-0.856;	-4.491;	 1.573;
203,78;	 0.000;	-0.230;	-4.173;	 1.353;
203,8;	 0.000;	-1.065;	-4.597;	 1.628;
203,82;	 0.000;	-0.700;	-3.960;	 1.408;
203,84;	 0.000;	-0.439;	-4.544;	 1.683;
203,86;	 0.000;	-0.543;	-4.226;	 1.463;
203,88;	 0.000;	-0.908;	-4.438;	 2.013;
203,9;	 0.000;	-0.856;	-4.544;	 1.793;
203,92;	 0.000;	-0.700;	-4.013;	 1.573;
203,94;	 0.000;	-0.700;	-4.438;	 1.408;
203,96;	 0.000;	-0.856;	-4.650;	 1.573;
203,98;	 0.000;	-0.647;	-3.748;	 0.969;
204;	 0.000;	-0.856;	-4.650;	 1.848;
204,02;	 0.000;	-0.126;	-3.854;	 0.914;
204,04;	 0.000;	-0.700;	-4.173;	 1.188;
204,06;	 0.000;	-0.491;	-4.385;	 1.463;
204,08;	 0.000;	-0.334;	-3.960;	 1.243;
204,1;	 0.000;	-0.647;	-4.597;	 1.628;
204,12;	 0.000;	-0.700;	-3.907;	 1.353;
204,14;	 0.000;	-0.700;	-4.332;	 1.518;
204,16;	 0.000;	-0.543;	-4.119;	 1.298;
204,18;	 0.000;	-0.804;	-4.438;	 1.958;
204,2;	 0.000;	-1.065;	-4.438;	 2.068;
204,22;	 0.000;	-0.543;	-3.376;	 0.804;
204,24;	 0.000;	-0.647;	-4.385;	 2.452;
204,26;	 0.000;	-0.908;	-4.385;	 1.628;
204,28;	 0.000;	-0.647;	-4.173;	 1.353;
204,3;	 0.000;	-0.752;	-3.960;	 1.683;
204,32;	 0.000;	-0.543;	-4.757;	 2.123;
204,34;	 0.000;	-0.647;	-4.332;	 1.134;
204,36;	 0.000;	-0.856;	-4.650;	 2.013;
204,38;	 0.000;	-0.387;	-4.279;	 1.243;
204,4;	 0.000;	-0.595;	-4.173;	 1.353;
204,42;	 0.000;	-0.647;	-4.226;	 1.243;
204,44;	 0.000;	-0.595;	-4.173;	 1.628;
204,46;	 0.000;	-0.439;	-4.491;	 2.013;
204,48;	 0.000;	-0.334;	-4.119;	 1.683;
204,5;	 0.000;	-0.543;	-3.907;	 1.518;
204,52;	 0.000;	-0.491;	-3.960;	 1.518;
204,54;	 0.000;	-1.273;	-4.757;	 1.738;
204,56;	 0.000;	-0.230;	-4.173;	 1.353;
204,58;	 0.000;	-0.439;	-4.279;	 1.573;
204,6;	 0.000;	-0.804;	-4.226;	 1.408;
204,62;	 0.000;	-0.647;	-4.173;	 1.518;
204,64;	 0.000;	-0.804;	-4.332;	 1.463;
204,66;	 0.000;	-0.804;	-4.491;	 1.298;
204,68;	 0.000;	-1.169;	-4.810;	 1.683;
204,7;	 0.000;	-0.647;	-4.597;	 2.068;
204,72;	 0.000;	-0.700;	-4.597;	 1.408;
204,74;	 0.000;	-0.282;	-4.173;	 1.573;
204,76;	 0.000;	-0.282;	-3.960;	 1.408;
204,78;	 0.000;	-0.126;	-4.332;	 1.683;
204,8;	 0.000;	-0.752;	-4.279;	 1.463;
204,82;	 0.000;	-0.595;	-3.907;	 1.408;
204,84;	 0.000;	-0.439;	-4.863;	 2.068;
204,86;	 0.000;	-0.491;	-4.173;	 1.408;
204,88;	 0.000;	-0.700;	-4.066;	 1.573;
204,9;	 0.000;	-0.804;	-4.757;	 2.068;
204,92;	 0.000;	-1.065;	-4.066;	 1.243;
204,94;	 0.000;	-0.595;	-4.013;	 1.738;
204,96;	 0.000;	-0.491;	-4.226;	 1.848;
204,98;	 0.000;	-0.543;	-4.332;	 1.243;
205;	 0.000;	-0.960;	-4.226;	 1.188;
205,02;	 0.000;	-0.543;	-4.226;	 1.243;
205,04;	 0.000;	-0.543;	-4.544;	 1.463;
205,06;	 0.000;	-0.282;	-4.226;	 1.463;
205,08;	 0.000;	-0.230;	-4.385;	 1.793;
205,1;	 0.000;	-0.022;	-4.385;	 1.793;
205,12;	 0.000;	-0.230;	-3.960;	 1.188;
205,14;	 0.000;	-0.856;	-4.597;	 1.958;
205,16;	 0.000;	-0.752;	-4.279;	 1.573;
205,18;	 0.000;	-1.065;	-4.650;	 1.793;
205,2;	 0.000;	-0.387;	-4.013;	 1.408;
205,22;	 0.000;	-0.074;	-4.173;	 1.408;
205,24;	 0.000;	-0.752;	-4.173;	 1.793;
205,26;	 0.000;	-0.439;	-4.173;	 1.573;
205,28;	 0.000;	-0.491;	-4.066;	 0.969;
205,3;	 0.000;	-0.700;	-4.226;	 1.463;
205,32;	 0.000;	-0.491;	-4.491;	 1.793;
205,34;	 0.000;	-0.334;	-4.650;	 1.628;
205,36;	 0.000;	-0.439;	-4.438;	 1.573;
205,38;	 0.000;	-0.178;	-4.491;	 1.188;
205,4;	 0.000;	-0.752;	-4.650;	 1.683;
205,42;	 0.000;	-0.647;	-4.597;	 1.793;
205,44;	 0.000;	-0.595;	-4.597;	 1.298;
205,46;	 0.000;	-0.491;	-4.173;	 1.353;
205,48;	 0.000;	-0.908;	-4.438;	 1.848;
205,5;	 0.000;	-0.804;	-4.385;	 1.463;
205,52;	 0.000;	-0.595;	-4.279;	 1.683;
205,54;	 0.000;	-0.595;	-4.226;	 1.408;
205,56;	 0.000;	-0.543;	-4.119;	 1.573;
205,58;	 0.000;	-0.647;	-4.226;	 1.463;
205,6;	 0.000;	-0.908;	-4.491;	 1.573;
205,62;	 0.000;	-0.700;	-4.332;	 1.518;
205,64;	 0.000;	-0.700;	-4.385;	 1.353;
205,66;	 0.000;	-0.334;	-4.066;	 1.024;
205,68;	 0.000;	-0.856;	-4.438;	 1.188;
205,7;	 0.000;	-0.752;	-4.066;	 1.243;
205,72;	 0.000;	-0.595;	-4.332;	 1.573;
205,74;	 0.000;	-0.334;	-4.332;	 1.463;
205,76;	 0.000;	-0.700;	-4.438;	 2.123;
205,78;	 0.000;	-0.230;	-4.332;	 1.793;
205,8;	 0.000;	-0.647;	-4.279;	 1.353;
205,82;	 0.000;	-1.065;	-4.385;	 1.573;
205,84;	 0.000;	-1.221;	-4.385;	 1.353;
205,86;	 0.000;	-0.647;	-4.332;	 1.573;
205,88;	 0.000;	-0.543;	-3.801;	 1.353;
205,9;	 0.000;	-1.221;	-4.597;	 1.958;
205,92;	 0.000;	-0.700;	-4.279;	 1.573;
205,94;	 0.000;	-1.065;	-4.226;	 1.573;
205,96;	 0.000;	-0.752;	-4.119;	 1.463;
205,98;	 0.000;	-0.700;	-4.385;	 1.573;
206;	 0.000;	-1.065;	-4.597;	 1.628;
206,02;	 0.000;	-0.752;	-4.066;	 1.079;
206,04;	 0.000;	-0.491;	-4.119;	 1.573;
206,06;	 0.000;	-0.439;	-4.226;	 1.628;
206,08;	 0.000;	-0.491;	-4.013;	 1.573;
206,1;	 0.000;	-0.908;	-4.438;	 1.628;
206,12;	 0.000;	-0.804;	-4.173;	 1.738;
206,14;	 0.000;	-1.065;	-4.438;	 1.793;
206,16;	 0.000;	-0.908;	-4.226;	 1.848;
206,18;	 0.000;	-0.856;	-4.703;	 1.628;
206,2;	 0.000;	-0.700;	-4.173;	 1.573;
206,22;	 0.000;	-0.908;	-4.438;	 1.848;
206,24;	 0.000;	-0.543;	-3.801;	 1.079;
206,26;	 0.000;	-1.430;	-4.332;	 1.573;
206,28;	 0.000;	-0.647;	-4.385;	 1.683;
206,3;	 0.000;	-0.647;	-4.385;	 1.353;
206,32;	 0.000;	-1.169;	-4.332;	 1.298;
206,34;	 0.000;	-0.647;	-4.119;	 0.969;
206,36;	 0.000;	-0.543;	-4.279;	 1.408;
206,38;	 0.000;	-0.282;	-4.173;	 1.353;
206,4;	 0.000;	-0.804;	-4.810;	 1.958;
206,42;	 0.000;	-0.439;	-4.385;	 1.518;
206,44;	 0.000;	-0.439;	-4.279;	 1.958;
206,46;	 0.000;	-1.012;	-4.810;	 1.793;
206,48;	 0.000;	-0.804;	-4.332;	 1.573;
206,5;	 0.000;	-1.169;	-4.597;	 1.848;
206,52;	 0.000;	-1.221;	-4.544;	 2.177;
206,54;	 0.000;	-1.065;	-4.597;	 1.958;
206,56;	 0.000;	-0.647;	-4.066;	 1.628;
206,58;	 0.000;	-1.221;	-4.226;	 1.573;
206,6;	 0.000;	-0.856;	-4.173;	 1.793;
206,62;	 0.000;	-1.065;	-4.173;	 1.628;
206,64;	 0.000;	-0.804;	-4.385;	 1.958;
206,66;	 0.000;	-1.169;	-4.226;	 1.353;
206,68;	 0.000;	-0.647;	-4.491;	 1.738;
206,7;	 0.000;	-0.543;	-3.695;	 0.804;
206,72;	 0.000;	-0.856;	-5.022;	 2.507;
206,74;	 0.000;	-0.439;	-3.854;	 1.134;
206,76;	 0.000;	-0.595;	-3.801;	 0.859;
206,78;	 0.000;	-0.387;	-3.854;	 1.683;
206,8;	 0.000;	-0.647;	-4.173;	 1.793;
206,82;	 0.000;	-0.752;	-4.013;	 1.188;
206,84;	 0.000;	-0.856;	-4.279;	 1.848;
206,86;	 0.000;	-0.856;	-4.597;	 2.013;
206,88;	 0.000;	-1.117;	-3.960;	 1.408;
206,9;	 0.000;	-0.856;	-4.385;	 1.793;
206,92;	 0.000;	-1.065;	-4.066;	 1.134;
206,94;	 0.000;	-0.752;	-3.907;	 1.518;
206,96;	 0.000;	-0.647;	-4.173;	 1.408;
206,98;	 0.000;	-0.856;	-4.597;	 1.848;
207;	 0.000;	-0.752;	-3.907;	 0.969;
207,02;	 0.000;	-0.856;	-4.810;	 1.903;
207,04;	 0.000;	-0.752;	-4.066;	 1.298;
207,06;	 0.000;	-0.491;	-4.491;	 1.683;
207,08;	 0.000;	-0.595;	-3.482;	 1.079;
207,1;	 0.000;	-0.856;	-4.757;	 1.958;
207,12;	 0.000;	-0.856;	-4.597;	 2.013;
207,14;	 0.000;	-0.595;	-3.482;	 1.298;
207,16;	 0.000;	-1.065;	-4.173;	 1.628;
207,18;	 0.000;	-1.273;	-4.279;	 1.683;
207,2;	 0.000;	-1.012;	-4.066;	 1.463;
207,22;	 0.000;	-1.325;	-4.013;	 1.573;
207,24;	 0.000;	-0.856;	-4.279;	 1.518;
207,26;	 0.000;	-1.012;	-4.385;	 1.628;
207,28;	 0.000;	-0.647;	-4.226;	 1.408;
207,3;	 0.000;	-0.752;	-4.066;	 1.298;
207,32;	 0.000;	-0.908;	-4.226;	 1.848;
207,34;	 0.000;	-1.221;	-4.173;	 1.408;
207,36;	 0.000;	-0.439;	-4.438;	 1.628;
207,38;	 0.000;	-0.595;	-4.332;	 1.518;
207,4;	 0.000;	-0.595;	-4.332;	 1.573;
207,42;	 0.000;	-0.334;	-3.854;	 0.969;
207,44;	 0.000;	-0.804;	-4.332;	 1.793;
207,46;	 0.000;	-0.752;	-3.695;	 1.573;
207,48;	 0.000;	-0.804;	-4.703;	 1.903;
207,5;	 0.000;	-0.856;	-4.438;	 1.628;
207,52;	 0.000;	-1.221;	-3.801;	 1.134;
207,54;	 0.000;	-0.908;	-4.226;	 2.013;
207,56;	 0.000;	-1.117;	-4.385;	 2.068;
207,58;	 0.000;	-1.065;	-3.801;	 1.628;
207,6;	 0.000;	-0.856;	-4.597;	 1.903;
207,62;	 0.000;	-0.647;	-3.748;	 1.188;
207,64;	 0.000;	-0.908;	-4.810;	 1.793;
207,66;	 0.000;	-0.856;	-4.226;	 1.188;
207,68;	 0.000;	-0.700;	-4.119;	 0.914;
207,7;	 0.000;	-0.804;	-4.757;	 1.793;
207,72;	 0.000;	-0.439;	-3.960;	 1.518;
207,74;	 0.000;	-0.387;	-4.279;	 1.079;
207,76;	 0.000;	-0.439;	-4.597;	 2.287;
207,78;	 0.000;	-0.491;	-3.801;	 0.969;
207,8;	 0.000;	-0.647;	-4.438;	 1.848;
207,82;	 0.000;	-0.856;	-4.173;	 1.683;
207,84;	 0.000;	-0.908;	-4.332;	 1.628;
207,86;	 0.000;	-0.387;	-4.226;	 1.628;
207,88;	 0.000;	-0.960;	-4.385;	 1.793;
207,9;	 0.000;	-0.960;	-3.801;	 0.749;
207,92;	 0.000;	-0.543;	-3.748;	 1.573;
207,94;	 0.000;	-1.012;	-4.013;	 1.353;
207,96;	 0.000;	-0.856;	-4.173;	 1.958;
207,98;	 0.000;	-0.491;	-4.385;	 1.573;
208;	 0.000;	-0.647;	-4.385;	 1.353;
208,02;	 0.000;	-0.387;	-3.642;	 0.639;
208,04;	 0.000;	-0.543;	-4.332;	 1.298;
208,06;	 0.000;	-0.647;	-3.748;	 0.969;
208,08;	 0.000;	-0.908;	-4.491;	 1.408;
208,1;	 0.000;	-0.491;	-4.385;	 1.518;
208,12;	 0.000;	-0.543;	-4.332;	 1.793;
208,14;	 0.000;	-1.012;	-4.491;	 1.903;
208,16;	 0.000;	-1.012;	-4.544;	 2.013;
208,18;	 0.000;	-1.012;	-4.491;	 1.903;
208,2;	 0.000;	-1.065;	-3.960;	 1.463;
208,22;	 0.000;	-0.700;	-4.279;	 1.243;
208,24;	 0.000;	-0.700;	-4.013;	 1.793;
208,26;	 0.000;	-0.595;	-4.066;	 1.243;
208,28;	 0.000;	-0.804;	-4.597;	 1.738;
208,3;	 0.000;	-1.065;	-4.597;	 1.573;
208,32;	 0.000;	-0.595;	-4.491;	 1.573;
208,34;	 0.000;	-0.804;	-5.022;	 1.738;
208,36;	 0.000;	-0.230;	-4.438;	 0.694;
208,38;	 0.000;	-0.595;	-4.385;	 1.134;
208,4;	 0.000;	-0.752;	-4.491;	 1.518;
208,42;	 0.000;	-0.647;	-4.385;	 1.958;
208,44;	 0.000;	-0.595;	-4.438;	 1.628;
208,46;	 0.000;	-1.065;	-4.385;	 1.738;
208,48;	 0.000;	-0.908;	-4.119;	 1.298;
208,5;	 0.000;	-1.117;	-4.013;	 1.793;
208,52;	 0.000;	-0.700;	-4.119;	 1.573;
208,54;	 0.000;	-0.856;	-4.810;	 2.013;
208,56;	 0.000;	-0.804;	-3.748;	 1.134;
208,58;	 0.000;	-0.647;	-3.695;	 1.518;
208,6;	 0.000;	-1.117;	-4.173;	 1.188;
208,62;	 0.000;	-0.491;	-4.173;	 1.353;
208,64;	 0.000;	-0.595;	-4.279;	 1.353;
208,66;	 0.000;	-0.700;	-4.597;	 1.188;
208,68;	 0.000;	-1.221;	-4.757;	 1.738;
208,7;	 0.000;	-0.595;	-4.385;	 1.353;
208,72;	 0.000;	-0.074;	-4.013;	 1.188;
208,74;	 0.000;	-0.334;	-3.801;	 0.914;
208,76;	 0.000;	-0.387;	-4.491;	 1.518;
208,78;	 0.000;	-0.491;	-4.173;	 1.628;
208,8;	 0.000;	-0.543;	-3.907;	 1.628;
208,82;	 0.000;	-0.752;	-4.279;	 1.298;
208,84;	 0.000;	-0.647;	-4.066;	 1.573;
208,86;	 0.000;	-0.960;	-4.650;	 1.848;
208,88;	 0.000;	-0.856;	-4.703;	 2.068;
208,9;	 0.000;	-0.595;	-4.066;	 1.298;
208,92;	 0.000;	-0.752;	-4.279;	 1.573;
208,94;	 0.000;	-0.856;	-5.022;	 2.672;
208,96;	 0.000;	-0.856;	-4.544;	 1.243;
208,98;	 0.000;	-0.647;	-4.226;	 1.408;
209;	 0.000;	-1.117;	-4.226;	 1.628;
209,02;	 0.000;	-0.647;	-4.597;	 1.573;
209,04;	 0.000;	-0.491;	-4.279;	 1.243;
209,06;	 0.000;	-0.178;	-4.066;	 1.298;
209,08;	 0.000;	-0.543;	-4.438;	 1.353;
209,1;	 0.000;	-1.012;	-4.597;	 1.243;
209,12;	 0.000;	-0.491;	-4.491;	 1.848;
209,14;	 0.000;	-0.752;	-4.650;	 1.738;
209,16;	 0.000;	-0.647;	-4.385;	 1.683;
209,18;	 0.000;	-0.543;	-4.119;	 1.518;
209,2;	 0.000;	-0.595;	-3.748;	 1.353;
209,22;	 0.000;	-0.595;	-4.119;	 1.518;
209,24;	 0.000;	-0.647;	-4.119;	 1.518;
209,26;	 0.000;	-0.700;	-4.013;	 1.463;
209,28;	 0.000;	-0.647;	-4.438;	 1.793;
209,3;	 0.000;	-1.117;	-4.332;	 1.848;
209,32;	 0.000;	-0.804;	-4.438;	 1.463;
209,34;	 0.000;	-0.856;	-4.969;	 1.958;
209,36;	 0.000;	-0.491;	-3.376;	 0.914;
209,38;	 0.000;	-0.022;	-4.597;	 1.738;
209,4;	 0.000;	-0.387;	-4.066;	 1.243;
209,42;	 0.000;	-0.491;	-4.226;	 1.793;
209,44;	 0.000;	-0.647;	-4.810;	 2.232;
209,46;	 0.000;	-0.178;	-4.119;	 1.243;
209,48;	 0.000;	-1.012;	-4.226;	 1.518;
209,5;	 0.000;	-0.804;	-4.597;	 1.958;
209,52;	 0.000;	-0.908;	-4.066;	 0.969;
209,54;	 0.000;	-0.439;	-4.385;	 1.848;
209,56;	 0.000;	-0.595;	-4.119;	 1.243;
209,58;	 0.000;	-0.700;	-4.226;	 1.628;
209,6;	 0.000;	-0.491;	-4.119;	 1.134;
209,62;	 0.000;	-0.387;	-3.907;	 1.408;
209,64;	 0.000;	-0.908;	-4.438;	 1.628;
209,66;	 0.000;	-0.439;	-4.279;	 1.188;
209,68;	 0.000;	-0.595;	-4.332;	 1.738;
209,7;	 0.000;	-0.543;	-4.438;	 1.353;
209,72;	 0.000;	-0.804;	-4.491;	 1.518;
209,74;	 0.000;	-0.595;	-4.491;	 1.903;
209,76;	 0.000;	-0.439;	-4.597;	 1.683;
209,78;	 0.000;	-0.491;	-4.385;	 1.573;
209,8;	 0.000;	-0.856;	-4.013;	 1.188;
209,82;	 0.000;	-0.439;	-4.332;	 1.628;
209,84;	 0.000;	-0.282;	-3.854;	 1.408;
209,86;	 0.000;	-0.908;	-4.810;	 2.068;
209,88;	 0.000;	-0.439;	-4.385;	 1.518;
209,9;	 0.000;	-1.117;	-4.066;	 1.408;
209,92;	 0.000;	-0.856;	-4.969;	 2.013;
209,94;	 0.000;	-0.647;	-3.960;	 1.353;
209,96;	 0.000;	-0.700;	-4.438;	 1.353;
209,98;	 0.000;	-0.647;	-4.438;	 1.188;
210;	 0.000;	-0.647;	-4.173;	 0.914;
210,02;	 0.000;	-1.012;	-4.544;	 1.298;
210,04;	 0.000;	-0.491;	-4.438;	 1.408;
210,06;	 0.000;	-0.595;	-4.173;	 1.134;
210,08;	 0.000;	-0.282;	-3.854;	 0.914;
210,1;	 0.000;	-0.387;	-3.854;	 0.859;
210,12;	 0.000;	-0.647;	-4.385;	 1.463;
210,14;	 0.000;	-0.804;	-4.385;	 1.408;
210,16;	 0.000;	-0.543;	-4.226;	 1.134;
210,18;	 0.000;	-0.960;	-4.279;	 1.903;
210,2;	 0.000;	-0.804;	-4.544;	 1.518;
210,22;	 0.000;	-0.543;	-3.907;	 1.298;
210,24;	 0.000;	-0.647;	-4.066;	 1.353;
210,26;	 0.000;	-1.273;	-4.597;	 2.068;
210,28;	 0.000;	-0.334;	-3.907;	 1.243;
210,3;	 0.000;	-0.908;	-4.438;	 1.848;
210,32;	 0.000;	-0.178;	-3.854;	 1.188;
210,34;	 0.000;	-0.700;	-4.385;	 1.353;
210,36;	 0.000;	-0.595;	-4.066;	 0.859;
210,38;	 0.000;	-0.700;	-4.173;	 0.914;
210,4;	 0.000;	-0.595;	-4.279;	 1.024;
210,42;	 0.000;	-0.334;	-3.801;	 0.804;
210,44;	 0.000;	-0.022;	-4.226;	 0.859;
210,46;	 0.000;	-1.065;	-4.650;	 1.683;
210,48;	 0.000;	-0.752;	-4.597;	 1.793;
210,5;	 0.000;	-0.647;	-4.119;	 1.353;
210,52;	 0.000;	-1.117;	-4.385;	 1.793;
210,54;	 0.000;	-0.595;	-3.695;	 1.298;
210,56;	 0.000;	-0.700;	-3.748;	 0.969;
210,58;	 0.000;	-1.169;	-4.066;	 1.243;
210,6;	 0.000;	-0.647;	-4.173;	 1.573;
210,62;	 0.000;	-0.595;	-4.119;	 1.134;
210,64;	 0.000;	-0.334;	-4.279;	 1.463;
210,66;	 0.000;	-0.387;	-3.960;	 0.969;
210,68;	 0.000;	-0.856;	-5.022;	 1.903;
210,7;	 0.000;	-0.178;	-3.854;	 0.584;
210,72;	 0.000;	-0.282;	-4.066;	 0.639;
210,74;	 0.000;	-0.595;	-4.066;	 1.079;
210,76;	 0.000;	-0.439;	-4.013;	 0.969;
210,78;	 0.000;	-0.230;	-3.695;	 0.859;
210,8;	 0.000;	-0.595;	-3.960;	 1.079;
210,82;	 0.000;	-1.065;	-4.597;	 1.298;
210,84;	 0.000;	-0.647;	-4.226;	 1.408;
210,86;	 0.000;	-0.700;	-4.013;	 1.628;
210,88;	 0.000;	-0.960;	-4.066;	 1.243;
210,9;	 0.000;	-0.491;	-4.119;	 1.298;
210,92;	 0.000;	-0.908;	-4.119;	 1.518;
210,94;	 0.000;	-0.752;	-4.544;	 1.683;
210,96;	 0.000;	-0.856;	-4.810;	 2.013;
210,98;	 0.000;	-1.221;	-3.854;	 0.035;
211;	 0.000;	-0.700;	-4.438;	 1.353;
211,02;	 0.000;	-0.022;	-4.226;	 1.134;
211,04;	 0.000;	-0.543;	-4.385;	 1.134;
211,06;	 0.000;	-0.647;	-4.544;	 1.079;
211,08;	 0.000;	-0.282;	-4.173;	 1.353;
211,1;	 0.000;	-1.065;	-4.650;	 1.353;
211,12;	 0.000;	-0.752;	-4.279;	 1.683;
211,14;	 0.000;	-0.595;	-4.066;	 1.683;
211,16;	 0.000;	-1.065;	-4.757;	 1.738;
211,18;	 0.000;	-0.491;	-4.013;	 1.298;
211,2;	 0.000;	-0.856;	-4.597;	 1.353;
211,22;	 0.000;	-0.856;	-4.385;	 1.408;
211,24;	 0.000;	-0.491;	-3.801;	 1.353;
211,26;	 0.000;	-0.856;	-4.650;	 1.573;
211,28;	 0.000;	-1.117;	-4.332;	 1.079;
211,3;	 0.000;	-1.065;	-4.597;	 1.518;
211,32;	 0.000;	-0.595;	-4.226;	 1.353;
211,34;	 0.000;	-0.960;	-4.597;	 1.079;
211,36;	 0.000;	-0.439;	-4.438;	 0.914;
211,38;	 0.000;	-0.491;	-3.960;	 0.969;
211,4;	 0.000;	-0.282;	-3.960;	 0.749;
211,42;	 0.000;	-0.543;	-4.279;	 1.683;
211,44;	 0.000;	-0.439;	-4.226;	 1.408;
211,46;	 0.000;	-0.700;	-3.960;	 1.134;
211,48;	 0.000;	-0.856;	-4.385;	 1.683;
211,5;	 0.000;	-1.221;	-4.226;	 1.134;
211,52;	 0.000;	-1.430;	-4.226;	 1.298;
211,54;	 0.000;	-1.117;	-4.385;	 1.848;
211,56;	 0.000;	-0.647;	-4.173;	 1.188;
211,58;	 0.000;	-1.012;	-4.438;	 1.518;
211,6;	 0.000;	-0.856;	-4.969;	 2.177;
211,62;	 0.000;	-0.856;	-4.173;	 1.573;
211,64;	 0.000;	-0.647;	-4.438;	 1.573;
211,66;	 0.000;	-0.856;	-4.438;	 1.408;
211,68;	 0.000;	-0.230;	-3.960;	 0.804;
211,7;	 0.000;	-0.647;	-4.332;	 0.914;
211,72;	 0.000;	-0.595;	-4.491;	 1.683;
211,74;	 0.000;	-0.230;	-4.385;	 1.903;
211,76;	 0.000;	-0.543;	-3.854;	 1.353;
211,78;	 0.000;	-0.856;	-4.810;	 2.177;
211,8;	 0.000;	-0.595;	-4.385;	 1.463;
211,82;	 0.000;	-0.439;	-4.544;	 1.958;
211,84;	 0.000;	-0.908;	-3.482;	 1.079;
211,86;	 0.000;	-1.169;	-3.801;	 1.628;
211,88;	 0.000;	-0.856;	-4.013;	 1.463;
211,9;	 0.000;	-0.647;	-4.332;	 1.573;
211,92;	 0.000;	-0.491;	-3.748;	 1.134;
211,94;	 0.000;	-0.543;	-4.491;	 2.232;
211,96;	 0.000;	-0.126;	-3.429;	 0.859;
211,98;	 0.000;	-0.856;	-4.810;	 1.848;
212;	 0.000;	-0.960;	-4.332;	 1.518;
212,02;	 0.000;	-0.439;	-3.907;	 0.694;
212,04;	 0.000;	-0.647;	-4.650;	 1.848;
212,06;	 0.000;	-0.595;	-3.801;	 1.079;
212,08;	 0.000;	-0.439;	-4.810;	 1.738;
212,1;	 0.000;	-0.439;	-4.066;	 1.298;
212,12;	 0.000;	-0.700;	-4.757;	 2.013;
212,14;	 0.000;	-0.908;	-4.438;	 1.683;
212,16;	 0.000;	-0.856;	-4.491;	 1.353;
212,18;	 0.000;	-0.856;	-4.173;	 1.628;
212,2;	 0.000;	-0.700;	-3.801;	 1.353;
212,22;	 0.000;	-0.074;	-4.332;	 2.013;
212,24;	 0.000;	-0.960;	-4.226;	 1.463;
212,26;	 0.000;	-1.169;	-4.173;	 1.518;
212,28;	 0.000;	-1.117;	-4.597;	 1.848;
212,3;	 0.000;	-0.647;	-4.332;	 1.573;
212,32;	 0.000;	-1.273;	-4.597;	 1.903;
212,34;	 0.000;	-0.700;	-4.703;	 1.573;
212,36;	 0.000;	-0.908;	-4.810;	 1.463;
212,38;	 0.000;	-0.491;	-4.438;	 1.793;
212,4;	 0.000;	-0.647;	-4.491;	 1.353;
212,42;	 0.000;	-0.439;	-4.597;	 1.573;
212,44;	 0.000;	-0.960;	-3.854;	 1.243;
212,46;	 0.000;	-0.543;	-4.544;	 1.903;
212,48;	 0.000;	-0.908;	-4.438;	 2.068;
212,5;	 0.000;	-0.752;	-4.013;	 1.408;
212,52;	 0.000;	-1.117;	-4.119;	 1.353;
212,54;	 0.000;	-1.273;	-4.757;	 2.177;
212,56;	 0.000;	-0.804;	-3.642;	 1.243;
212,58;	 0.000;	-0.908;	-4.597;	 1.848;
212,6;	 0.000;	-0.647;	-3.642;	 0.969;
212,62;	 0.000;	-0.647;	-4.544;	 1.573;
212,64;	 0.000;	-0.647;	-4.385;	 1.353;
212,66;	 0.000;	-0.856;	-4.597;	 1.353;
212,68;	 0.000;	-0.700;	-4.385;	 1.628;
212,7;	 0.000;	-0.543;	-4.119;	 1.518;
212,72;	 0.000;	-0.543;	-3.695;	 0.859;
212,74;	 0.000;	-0.334;	-3.960;	 1.188;
212,76;	 0.000;	-0.022;	-4.491;	 1.463;
212,78;	 0.000;	-0.856;	-4.438;	 1.518;
212,8;	 0.000;	-1.065;	-4.119;	 1.024;
212,82;	 0.000;	-0.595;	-4.332;	 1.793;
212,84;	 0.000;	-1.065;	-4.597;	 2.013;
212,86;	 0.000;	-1.325;	-4.279;	 1.408;
212,88;	 0.000;	-0.647;	-4.385;	 1.848;
212,9;	 0.000;	-1.117;	-3.854;	 1.408;
212,92;	 0.000;	-0.960;	-4.491;	 1.848;
212,94;	 0.000;	-0.908;	-4.650;	 2.068;
212,96;	 0.000;	-0.282;	-3.588;	 1.793;
212,98;	 0.000;	-0.387;	-3.960;	 0.859;
213;	 0.000;	-0.752;	-4.385;	 0.969;
213,02;	 0.000;	-0.856;	-4.650;	 1.353;
213,04;	 0.000;	-0.595;	-3.642;	 1.243;
213,06;	 0.000;	-0.856;	-4.597;	 1.793;
213,08;	 0.000;	-0.178;	-3.854;	 0.859;
213,1;	 0.000;	-0.126;	-3.429;	 1.243;
213,12;	 0.000;	-0.387;	-4.226;	 1.188;
213,14;	 0.000;	-0.960;	-4.332;	 1.958;
213,16;	 0.000;	-1.117;	-4.491;	 1.793;
213,18;	 0.000;	-1.169;	-3.801;	 1.298;
213,2;	 0.000;	-0.700;	-4.385;	 1.573;
213,22;	 0.000;	-0.908;	-4.650;	 2.287;
213,24;	 0.000;	-0.700;	-4.013;	 1.463;
